"geoname","lntitle","geoid","lnnumber","tot_est","tot_moe","adu_est","adu_moe","cit_est","cit_moe","cvap_est","cvap_moe","cvap_tot","cvap_tot_moe","prc_cvap","prc_cvap_moe","prc_cvap_cv"
"Lassen County, California","Asian and White","05000US06035",9,30,27,25,28,30,28,25,28,25145,168,0.000994233446013124,0.00111352164611233,0.680838949337252
"Lassen County, California","Black or African American and White","05000US06035",10,4,14,0,26,4,14,0,26,25145,168,0,0.00103400278385365,Inf
"Lassen County, California","American Indian or Alaska Native and Black or African American","05000US06035",11,15,17,15,17,15,17,15,17,25145,168,0.000596540067607874,0.000676066995097398,0.688944461670682
"Lassen County, California","Remainder of Two or More Race Responses","05000US06035",12,145,87,105,68,110,83,75,62,25145,168,0.00298270033803937,0.00246561841353907,0.50251651475939
"Lassen County, California","Hispanic or Latino","05000US06035",13,5835,0,4940,18,5040,107,4150,110,25145,168,0.165042752038179,0.00423337145371045,0.0155927967486065
"Los Angeles County, California","American Indian or Alaska Native Alone","05000US06037",3,20995,1131,17250,835,20555,1148,16850,829,6272375,12019,0.00268638274975587,0.000132066561231036,0.0298854003049081
"Los Angeles County, California","Asian Alone","05000US06037",4,1464230,3187,1233275,2217,1127970,5172,921775,4578,6272375,12019,0.146957890751111,0.000673356248588887,0.00278539045050947
"Los Angeles County, California","Black or African American Alone","05000US06037",5,805540,2767,645970,1992,784540,2892,626875,2350,6272375,12019,0.0999422068993005,0.00032201572173784,0.00195867436003031
"Los Angeles County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06037",6,25295,614,19095,484,23325,638,17225,539,6272375,12019,0.00274616871599673,8.57710942054047e-05,0.0189866276226636
"Los Angeles County, California","American Indian or Alaska Native and White","05000US06037",8,21465,1074,18045,814,21355,1077,17935,820,6272375,12019,0.00285936347874609,0.000130617113810597,0.0277692924970615
"Los Angeles County, California","Asian and White","05000US06037",9,92200,2623,50290,1812,87770,2498,46295,1672,6272375,12019,0.00738077681898802,0.000266190247946371,0.0219242206986006
"Los Angeles County, California","Black or African American and White","05000US06037",10,42445,1960,23745,1230,41350,1978,22875,1248,6272375,12019,0.00364694394069232,0.000198844936959639,0.0331451163210182
"Los Angeles County, California","American Indian or Alaska Native and Black or African American","05000US06037",11,10045,1175,8025,902,9865,1120,7845,863,6272375,12019,0.00125072241375874,0.000137566562350938,0.0668630294420945
"Los Angeles County, California","Remainder of Two or More Race Responses","05000US06037",12,44445,2450,30640,1751,42640,2419,29000,1715,6272375,12019,0.00462344805595966,0.000273277584643594,0.0359312334132452
"Los Angeles County, California","Hispanic or Latino","05000US06037",13,4893605,0,3507950,0,3737975,10041,2406295,9149,6272375,12019,0.383633791028119,0.00125983256401411,0.00199631961502193
"Madera County, California","American Indian or Alaska Native Alone","05000US06039",3,1520,239,1190,171,1515,239,1185,172,91295,1319,0.0129799003231283,0.00187464605651698,0.0877974743717532
"Madera County, California","Asian Alone","05000US06039",4,3195,168,2460,120,2790,239,2055,185,91295,1319,0.0225094473958048,0.00200013191606482,0.0540166820571482
"Madera County, California","Black or African American Alone","05000US06039",5,4860,267,4195,167,4850,267,4185,170,91295,1319,0.0458404074702886,0.00174033765200708,0.0230791146466773
"Madera County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06039",6,135,89,135,89,135,89,135,89,91295,1319,0.00147872282162221,0.000974627586757331,0.400669258282159
"Madera County, California","American Indian or Alaska Native and White","05000US06039",8,1010,221,775,164,1010,221,775,164,91295,1319,0.00848896434634975,0.00179218273928805,0.128339894643241
"Madera County, California","Asian and White","05000US06039",9,320,150,220,114,315,147,215,113,91295,1319,0.00235500301221316,0.00123727803497432,0.319381630601486
"Madera County, California","Black or African American and White","05000US06039",10,620,258,290,166,620,258,290,166,91295,1319,0.00317651569089216,0.00181770213258447,0.347861054804107
"Madera County, California","American Indian or Alaska Native and Black or African American","05000US06039",11,130,61,130,61,130,61,130,61,91295,1319,0.00142395530971028,0.000667846850226763,0.285111424790518
"Madera County, California","Remainder of Two or More Race Responses","05000US06039",12,490,180,270,105,480,181,260,104,91295,1319,0.00284791061942056,0.00113842093141572,0.243002429117602
"Madera County, California","Hispanic or Latino","05000US06039",13,88805,0,57400,0,67435,1528,37440,1309,91295,1319,0.410099129196561,0.0130566747289954,0.0193543163592023
"Marin County, California","American Indian or Alaska Native Alone","05000US06041",3,475,151,440,146,475,151,440,146,184545,1115,0.00238424232572001,0.000791003793540162,0.201679738987109
"Marin County, California","Asian Alone","05000US06041",4,15095,491,12945,372,11660,641,9790,559,184545,1115,0.0530493917472703,0.00301206608421723,0.0345158191636444
"Marin County, California","Black or African American Alone","05000US06041",5,5965,469,4870,331,5675,463,4580,329,184545,1115,0.024817795117722,0.00177644590699448,0.0435133871207305
"Marin County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06041",6,295,137,250,108,270,143,225,110,184545,1115,0.00121921482565228,0.000596015061474967,0.297174196608978
"Marin County, California","American Indian or Alaska Native and White","05000US06041",8,1220,152,910,145,1220,152,910,145,184545,1115,0.00493104662819367,0.000785151174902414,0.0967939634405731
"Marin County, California","Asian and White","05000US06041",9,5220,505,2385,370,5100,495,2275,353,184545,1115,0.0123276165704842,0.00191136193292011,0.0942535924141066
"Marin County, California","Black or African American and White","05000US06041",10,1530,381,1055,277,1445,366,990,266,184545,1115,0.00536454523287003,0.00144101839494084,0.163294181753313
"Marin County, California","American Indian or Alaska Native and Black or African American","05000US06041",11,215,123,215,123,215,123,215,123,184545,1115,0.00116502750006773,0.00066646693432638,0.34775751861246
"Marin County, California","Remainder of Two or More Race Responses","05000US06041",12,1240,329,720,217,1220,327,700,215,184545,1115,0.0037931127909182,0.00116480206964284,0.186676854487397
"Marin County, California","Hispanic or Latino","05000US06041",13,41335,0,28135,0,26940,834,15185,736,184545,1115,0.0822834539001328,0.00395707990761923,0.029234549434446
"Mariposa County, California","American Indian or Alaska Native Alone","05000US06043",3,390,176,265,134,390,176,265,134,14000,173,0.0189285714285714,0.00956857012598586,0.307300525924877
"Mariposa County, California","Asian Alone","05000US06043",4,245,95,225,94,120,58,100,49,14000,173,0.00714285714285714,0.00349888685666386,0.297777604822456
"Mariposa County, California","Black or African American Alone","05000US06043",5,165,112,145,94,140,96,120,76,14000,173,0.00857142857142857,0.00542753802884518,0.384931775095403
"Mariposa County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06043",6,55,49,55,49,55,49,55,49,14000,173,0.00392857142857143,0.00349966331149296,0.541533974699104
"Mariposa County, California","American Indian or Alaska Native and White","05000US06043",8,405,149,335,120,405,149,335,120,14000,173,0.0239285714285714,0.00856632686179668,0.217626595409252
"Mariposa County, California","Asian and White","05000US06043",9,120,95,65,57,120,95,65,57,14000,173,0.00464285714285714,0.00407102432003826,0.533031007533651
"Mariposa County, California","Black or African American and White","05000US06043",10,35,52,35,52,35,52,35,52,14000,173,0.0025,0.0037141572393646,0.90313853844732
"Mariposa County, California","American Indian or Alaska Native and Black or African American","05000US06043",11,20,19,20,19,20,19,20,19,14000,173,0.00142857142857143,0.00135702804102321,0.577458740860939
"Mariposa County, California","Remainder of Two or More Race Responses","05000US06043",12,50,49,35,43,50,49,35,43,14000,173,0.0025,0.00307127320516513,0.746814153231643
"Mariposa County, California","Hispanic or Latino","05000US06043",13,1910,0,1370,0,1555,134,1060,112,14000,173,0.0757142857142857,0.00794510098911254,0.0637904535456647
"Mendocino County, California","American Indian or Alaska Native Alone","05000US06045",3,2880,306,2140,210,2880,306,2140,210,61745,550,0.0346586768159365,0.00338704418567527,0.0594077332172029
"Mendocino County, California","Asian Alone","05000US06045",4,1770,134,1555,82,1350,157,1170,125,61745,550,0.0189489027451616,0.00201740673126506,0.0647207433153878
"Mendocino County, California","Black or African American Alone","05000US06045",5,510,135,460,115,490,130,440,111,61745,550,0.0071260830836505,0.00179659540863667,0.153261651708029
"Mendocino County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06045",6,170,36,160,39,170,36,160,39,61745,550,0.00259130293950927,0.00063120819063079,0.148077316605236
"Mendocino County, California","American Indian or Alaska Native and White","05000US06045",8,1535,255,1090,176,1535,255,1090,176,61745,550,0.0176532512754069,0.00284609251988179,0.0980072963052346
"Mendocino County, California","Asian and White","05000US06045",9,360,145,135,76,360,145,135,76,61745,550,0.00218641185521095,0.00123071480744739,0.34218388285867
"Mendocino County, California","Black or African American and White","05000US06045",10,555,134,245,114,555,134,245,114,61745,550,0.00396793262612357,0.00184596500146655,0.282809029255138
"Mendocino County, California","American Indian or Alaska Native and Black or African American","05000US06045",11,20,21,20,21,20,21,20,21,61745,550,0.000323912867438659,0.000340096272019855,0.63827490321781
"Mendocino County, California","Remainder of Two or More Race Responses","05000US06045",12,560,238,300,128,560,238,300,128,61745,550,0.00485869301157989,0.0020725905270118,0.259315303121264
"Mendocino County, California","Hispanic or Latino","05000US06045",13,21680,0,13705,0,15155,664,7795,537,61745,550,0.126245040084217,0.00862405178299369,0.0415270545838125
"Merced County, California","American Indian or Alaska Native Alone","05000US06047",3,840,208,650,177,840,208,650,177,149115,1531,0.00435905173859102,0.00118615927717639,0.165418882970453
"Merced County, California","Asian Alone","05000US06047",4,19660,603,14840,385,16205,691,11610,542,149115,1531,0.0778593702846796,0.00354578239738672,0.0276844111530684
"Merced County, California","Black or African American Alone","05000US06047",5,8095,381,6410,173,8085,382,6400,172,149115,1531,0.0429198940415116,0.00106597787953248,0.0150981469895978
"Merced County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06047",6,555,197,330,152,540,196,315,153,149115,1531,0.00211246353485565,0.00102582445360502,0.295201067977638
"Merced County, California","American Indian or Alaska Native and White","05000US06047",8,1300,208,1030,177,1300,208,1030,177,149115,1531,0.00690742044730577,0.00118488278349267,0.104278216578929
"Merced County, California","Asian and White","05000US06047",9,1065,324,665,207,1060,320,665,207,149115,1531,0.00445964524025081,0.00138743497417472,0.189123903534578
"Merced County, California","Black or African American and White","05000US06047",10,1260,370,390,157,1255,371,390,157,149115,1531,0.00261543104315461,0.00105253615384791,0.244640212892262
"Merced County, California","American Indian or Alaska Native and Black or African American","05000US06047",11,45,36,45,36,45,36,45,36,149115,1531,0.000301780504979378,0.000241404520301974,0.486282135019641
"Merced County, California","Remainder of Two or More Race Responses","05000US06047",12,1360,451,755,320,1220,455,615,301,149115,1531,0.0041243335680515,0.00201813205706917,0.297460905616793
"Merced County, California","Hispanic or Latino","05000US06047",13,158495,0,102095,0,121555,1484,67230,1380,149115,1531,0.450860074439191,0.00801368739225774,0.0108049986323456
"Modoc County, California","American Indian or Alaska Native Alone","05000US06049",3,290,109,195,95,290,109,195,95,6735,166,0.0289532293986637,0.0140873561477555,0.295778485402957
"Modoc County, California","Asian Alone","05000US06049",4,130,118,125,117,95,117,90,116,6735,166,0.0133630289532294,0.0172203100505476,0.783375806757433
"Modoc County, California","Black or African American Alone","05000US06049",5,155,95,130,82,155,95,130,82,6735,166,0.0193021529324425,0.0121659056743211,0.383153494115279
"Modoc County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06049",6,4,11,4,11,4,11,4,11,6735,166,0.000593912397921307,0.00163319349344371,1.67166537664793
"Modoc County, California","American Indian or Alaska Native and White","05000US06049",8,55,47,40,39,55,47,40,39,6735,166,0.00593912397921307,0.00578879534110037,0.592515754138465
"Modoc County, California","Asian and White","05000US06049",9,10,17,10,17,10,17,10,17,6735,166,0.00148478099480327,0.00252386238503632,1.03332602815925
"Modoc County, California","Black or African American and White","05000US06049",10,10,21,10,21,10,21,10,21,6735,166,0.00148478099480327,0.00311782532134904,1.27650781393835
"Modoc County, California","American Indian or Alaska Native and Black or African American","05000US06049",11,0,17,0,17,0,17,0,17,6735,166,0,0.00252412769116555,Inf
"Modoc County, California","Remainder of Two or More Race Responses","05000US06049",12,25,24,20,18,25,24,20,18,6735,166,0.00296956198960653,0.00267160338773625,0.546907258857253
"Modoc County, California","Hispanic or Latino","05000US06049",13,1290,0,895,0,880,141,520,136,6735,166,0.0772086117297699,0.0201031527906103,0.158282363858733
"Mono County, California","American Indian or Alaska Native Alone","05000US06051",3,340,23,240,35,340,23,240,35,9700,494,0.0247422680412371,0.00338107567076428,0.0830710081216149
"Mono County, California","Asian Alone","05000US06051",4,335,223,325,230,60,74,45,62,9700,494,0.00463917525773196,0.00638738449856719,0.836982500994282
"Mono County, California","Black or African American Alone","05000US06051",5,40,47,40,47,35,46,35,46,9700,494,0.00360824742268041,0.00473870640079845,0.798357830442813
"Mono County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06051",6,0,19,0,19,0,19,0,19,9700,494,0,0.00195876288659794,Inf
"Mono County, California","American Indian or Alaska Native and White","05000US06051",8,15,23,15,23,15,23,15,23,9700,494,0.00154639175257732,0.00236982579332737,0.931603250061823
"Mono County, California","Asian and White","05000US06051",9,175,151,60,57,175,151,60,57,9700,494,0.00618556701030928,0.00586783881552493,0.576677168293737
"Mono County, California","Black or African American and White","05000US06051",10,25,45,25,45,25,45,25,45,9700,494,0.00257731958762887,0.00463731803862481,1.09378686868476
"Mono County, California","American Indian or Alaska Native and Black or African American","05000US06051",11,0,19,0,19,0,19,0,19,9700,494,0,0.00195876288659794,Inf
"Mono County, California","Remainder of Two or More Race Responses","05000US06051",12,60,106,60,106,60,106,60,106,9700,494,0.00618556701030928,0.0109232935905598,1.07351517556667
"Mono County, California","Hispanic or Latino","05000US06051",13,3865,0,2570,0,2570,319,1300,307,9700,494,0.134020618556701,0.0309047578839354,0.140180571182686
"Monterey County, California","American Indian or Alaska Native Alone","05000US06053",3,1085,212,930,160,1025,225,870,170,230715,2192,0.00377088615824719,0.000735968318583122,0.118645097035185
"Monterey County, California","Asian Alone","05000US06053",4,23785,685,20265,497,18415,689,15240,542,230715,2192,0.0660555230479163,0.00226383819354743,0.0208338889350651
"Monterey County, California","Black or African American Alone","05000US06053",5,10635,434,9040,268,10480,438,8885,258,230715,2192,0.0385107166850877,0.00105671130465061,0.0166804917719298
"Monterey County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06053",6,1965,135,1645,98,1700,158,1380,158,230715,2192,0.00598140563032313,0.000682465631664167,0.0693604062417507
"Monterey County, California","American Indian or Alaska Native and White","05000US06053",8,1765,213,1495,160,1765,213,1495,160,230715,2192,0.00647985609951672,0.00069075823713387,0.0648029548059248
"Monterey County, California","Asian and White","05000US06053",9,4745,516,2865,375,4430,444,2595,325,230715,2192,0.0112476431961511,0.00140460516285743,0.0759148655407351
"Monterey County, California","Black or African American and White","05000US06053",10,1920,391,1125,231,1920,391,1125,231,230715,2192,0.00487614589428516,0.00100016290878883,0.124689002634902
"Monterey County, California","American Indian or Alaska Native and Black or African American","05000US06053",11,165,94,140,65,165,94,140,65,230715,2192,0.000606809266844375,0.000281673879354932,0.282181454951685
"Monterey County, California","Remainder of Two or More Race Responses","05000US06053",12,2910,528,1905,359,2865,513,1860,361,230715,2192,0.00806189454521813,0.0015628251682164,0.117843974469734
"Monterey County, California","Hispanic or Latino","05000US06053",13,252590,0,166120,0,167820,2373,86635,2041,230715,2192,0.375506577379017,0.00809511467002928,0.0131050763130424
"Napa County, California","American Indian or Alaska Native Alone","05000US06055",3,325,141,275,98,325,141,275,98,94890,900,0.00289809252819054,0.00103240893608017,0.21655768763669
"Napa County, California","Asian Alone","05000US06055",4,11310,221,9065,178,9270,327,7260,275,94890,900,0.0765096427442302,0.00280577005724101,0.0222930761663275
"Napa County, California","Black or African American Alone","05000US06055",5,2810,204,2275,154,2750,196,2220,148,94890,900,0.0233955105912109,0.00154383525591997,0.0401146053928765
"Napa County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06055",6,265,97,220,63,265,97,220,63,94890,900,0.00231847402255243,0.000663562386740185,0.173985727763957
"Napa County, California","American Indian or Alaska Native and White","05000US06055",8,910,142,740,97,905,142,735,98,94890,900,0.00774581093898198,0.00103015846058026,0.0808483645137492
"Napa County, California","Asian and White","05000US06055",9,1270,197,690,147,1270,197,690,147,94890,900,0.00727157761618716,0.00154762619250258,0.129381304265513
"Napa County, California","Black or African American and White","05000US06055",10,500,194,275,145,490,195,265,146,94890,900,0.00279270734534724,0.00153839565380928,0.334870364374521
"Napa County, California","American Indian or Alaska Native and Black or African American","05000US06055",11,85,84,60,63,85,84,60,63,94890,900,0.000632311097059753,0.000663899564689065,0.638271830732982
"Napa County, California","Remainder of Two or More Race Responses","05000US06055",12,645,174,405,134,630,166,390,121,94890,900,0.0041100221308884,0.00127456472232526,0.188517569170672
"Napa County, California","Hispanic or Latino","05000US06055",13,47685,0,32345,0,34060,997,19775,850,94890,900,0.20839919907261,0.00873694342061989,0.0254857592038894
"Nevada County, California","American Indian or Alaska Native Alone","05000US06057",3,570,253,475,165,570,253,475,165,78930,570,0.00601799062460408,0.00209000810389465,0.211120575447646
"Nevada County, California","Asian Alone","05000US06057",4,990,223,895,193,755,181,685,163,78930,570,0.00867857595337641,0.00206416976012948,0.144587597157518
"Nevada County, California","Black or African American Alone","05000US06057",5,600,119,545,126,560,114,505,114,78930,570,0.00639807424300013,0.0014435785149962,0.13715929120786
"Nevada County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06057",6,155,100,155,100,70,64,70,64,78930,570,0.000886861776257443,0.000810819758649699,0.555779448981509
"Nevada County, California","American Indian or Alaska Native and White","05000US06057",8,1175,245,985,172,1160,245,975,174,78930,570,0.0123527175978715,0.00220267934619874,0.108398398126704
"Nevada County, California","Asian and White","05000US06057",9,1105,205,575,171,1105,205,575,171,78930,570,0.00728493601925757,0.00216583777761724,0.180731677851015
"Nevada County, California","Black or African American and White","05000US06057",10,165,119,95,78,165,119,95,78,78930,570,0.00120359812492082,0.000988179182220583,0.499100834123632
"Nevada County, California","American Indian or Alaska Native and Black or African American","05000US06057",11,4,15,4,15,4,15,4,15,78930,570,5.06778157861396e-05,0.000190041456808869,2.27963103129545
"Nevada County, California","Remainder of Two or More Race Responses","05000US06057",12,360,155,200,83,340,139,180,80,78930,570,0.00228050171037628,0.00101342250925743,0.270143325416038
"Nevada County, California","Hispanic or Latino","05000US06057",13,9280,0,6375,0,7535,514,4715,495,78930,570,0.0597364753579121,0.00625652492245631,0.0636689492087887
"Orange County, California","American Indian or Alaska Native Alone","05000US06059",3,6405,665,4930,487,6320,673,4845,499,2041825,5924,0.00237287720544121,0.000244292222688094,0.0625847431582859
"Orange County, California","Asian Alone","05000US06059",4,633510,2480,513625,1653,509895,4005,402010,3293,2041825,5924,0.196887588309478,0.00150821976684659,0.00465672280293279
"Orange County, California","Black or African American Alone","05000US06059",5,51030,996,41135,611,48200,1124,38575,796,2041825,5924,0.0188924124251589,0.000385974689740413,0.0124195398909749
"Orange County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06059",6,8610,577,7060,383,7830,615,6365,411,2041825,5924,0.00311730926989336,0.000201087220810453,0.039213777342496
"Orange County, California","American Indian or Alaska Native and White","05000US06059",8,9015,647,7480,472,8955,652,7420,474,2041825,5924,0.0036340038935756,0.000231905711112466,0.0387936062553529
"Orange County, California","Asian and White","05000US06059",9,48610,2247,24170,1354,45700,1890,22205,1242,2041825,5924,0.0108750749941841,0.000607460484200607,0.0339562614776486
"Orange County, California","Black or African American and White","05000US06059",10,10100,1011,4900,574,10020,1009,4820,566,2041825,5924,0.00236063325701272,0.000277118369406316,0.0713626372653271
"Orange County, California","American Indian or Alaska Native and Black or African American","05000US06059",11,495,195,400,124,495,195,400,124,2041825,5924,0.000195903174855828,6.07273243846091e-05,0.188441594394536
"Orange County, California","Remainder of Two or More Race Responses","05000US06059",12,14880,1318,9530,905,14455,1245,9130,840,2041825,5924,0.00447148996608426,0.000411192062861908,0.0559018988639619
"Orange County, California","Hispanic or Latino","05000US06059",13,1080195,0,747930,0,812835,4253,493380,3886,2041825,5924,0.24163677102592,0.00176937071634306,0.00445133120311979
"Placer County, California","American Indian or Alaska Native Alone","05000US06061",3,1245,251,955,176,1245,251,955,176,280785,971,0.00340117883790088,0.000626703748567031,0.112012611302786
"Placer County, California","Asian Alone","05000US06061",4,27490,603,21395,417,22875,642,17255,458,280785,971,0.0614527129298217,0.00161723834549674,0.0159980506541094
"Placer County, California","Black or African American Alone","05000US06061",5,5920,405,4555,264,5700,391,4370,274,280785,971,0.0155635094467297,0.000974350250614608,0.0380576234924252
"Placer County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06061",6,585,153,480,112,565,157,465,114,280785,971,0.00165607137133394,0.000405964200955262,0.149019391659605
"Placer County, California","American Indian or Alaska Native and White","05000US06061",8,3255,255,2530,175,3255,255,2530,175,280785,971,0.00901045283758035,0.000622473264868099,0.0419960247668679
"Placer County, California","Asian and White","05000US06061",9,5895,526,2535,383,5760,520,2440,368,280785,971,0.00868992289474153,0.00131026675324335,0.0916595870022007
"Placer County, California","Black or African American and White","05000US06061",10,1750,366,920,222,1750,366,920,222,280785,971,0.00327652830457467,0.000790559330211265,0.146674508744132
"Placer County, California","American Indian or Alaska Native and Black or African American","05000US06061",11,80,51,80,51,80,51,80,51,280785,971,0.000284915504745624,0.000181630961885896,0.38753229204507
"Placer County, California","Remainder of Two or More Race Responses","05000US06061",12,2545,455,1385,267,2530,450,1370,266,280785,971,0.00487917801876881,0.000947193780368596,0.11801202743141
"Placer County, California","Hispanic or Latino","05000US06061",13,52500,0,35510,0,46110,872,29510,808,280785,971,0.105098206813042,0.00285460268653629,0.0165114214096524
"Plumas County, California","American Indian or Alaska Native Alone","05000US06063",3,385,187,310,131,385,187,310,131,15240,118,0.0203412073490814,0.00859435752050336,0.256844805593629
"Plumas County, California","Asian Alone","05000US06063",4,200,56,180,70,175,60,150,70,15240,118,0.00984251968503937,0.00459254359624933,0.283648893239472
"Plumas County, California","Black or African American Alone","05000US06063",5,195,162,165,119,195,162,165,119,15240,118,0.0108267716535433,0.00780794895008395,0.438401554754645
"Plumas County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06063",6,40,59,0,19,40,59,0,19,15240,118,0,0.00124671916010499,Inf
"Plumas County, California","American Indian or Alaska Native and White","05000US06063",8,310,91,265,68,310,91,265,68,15240,118,0.0173884514435696,0.00445991055132412,0.155919107190869
"Plumas County, California","Asian and White","05000US06063",9,85,56,85,56,85,56,85,56,15240,118,0.00557742782152231,0.00367428691027627,0.400472966297947
"Plumas County, California","Black or African American and White","05000US06063",10,4,12,4,12,4,12,4,12,15240,118,0.00026246719160105,0.000787398952284545,1.82370213264688
"Plumas County, California","American Indian or Alaska Native and Black or African American","05000US06063",11,0,19,0,19,0,19,0,19,15240,118,0,0.00124671916010499,Inf
"Plumas County, California","Remainder of Two or More Race Responses","05000US06063",12,150,111,70,58,140,111,60,56,15240,118,0.00393700787401575,0.00367441423758844,0.567356362521254
"Plumas County, California","Hispanic or Latino","05000US06063",13,1630,0,1160,0,1435,86,970,87,15240,118,0.0636482939632546,0.00568734988171851,0.054319689278595
"Riverside County, California","American Indian or Alaska Native Alone","05000US06065",3,10260,729,7785,466,10165,726,7700,467,1522140,4134,0.00505866740247283,0.000306497120755208,0.0368319210031448
"Riverside County, California","Asian Alone","05000US06065",4,149080,1700,120260,1009,119005,2065,92980,1525,1522140,4134,0.0610850513093408,0.000988047582889705,0.00983279567799158
"Riverside County, California","Black or African American Alone","05000US06065",5,145970,1549,111455,975,143115,1557,108995,1003,1522140,4134,0.0716064225366918,0.000629588448192003,0.00534489123148465
"Riverside County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06065",6,5925,582,4710,392,5560,564,4390,387,1522140,4134,0.00288409738920204,0.000254126620533815,0.0535641647817077
"Riverside County, California","American Indian or Alaska Native and White","05000US06065",8,8990,729,6990,470,8960,738,6960,478,1522140,4134,0.00457250975600142,0.000313785915999321,0.0417169840844082
"Riverside County, California","Asian and White","05000US06065",9,19745,1453,9955,807,19125,1378,9395,715,1522140,4134,0.00617223120080939,0.000469434193783985,0.0462345497573634
"Riverside County, California","Black or African American and White","05000US06065",10,12785,1294,6080,729,12740,1294,6040,727,1522140,4134,0.00396809754687479,0.000477495436835179,0.0731511206167897
"Riverside County, California","American Indian or Alaska Native and Black or African American","05000US06065",11,2025,607,1600,459,2025,607,1600,459,1522140,4134,0.0010511516680463,0.000301535620763029,0.174384281834436
"Riverside County, California","Remainder of Two or More Race Responses","05000US06065",12,12785,1415,7365,950,12005,1319,6665,815,1522140,4134,0.00437870366720538,0.000535298298976565,0.0743163559404309
"Riverside County, California","Hispanic or Latino","05000US06065",13,1154515,0,778005,0,948085,3818,582320,3629,1522140,4134,0.382566649585452,0.00214582890453128,0.0034097464128845
"Sacramento County, California","American Indian or Alaska Native Alone","05000US06067",3,5615,581,4705,457,5595,577,4685,454,1027550,2932,0.00455938883752615,0.000441636069886331,0.0588832811970817
"Sacramento County, California","Asian Alone","05000US06067",4,234630,1748,182165,1283,193110,2142,144920,1649,1027550,2932,0.141034499537735,0.00155351146589748,0.00669611955189595
"Sacramento County, California","Black or African American Alone","05000US06067",5,145465,1914,110885,918,142480,1917,108090,964,1027550,2932,0.105191961461729,0.000888842215438997,0.00513660556130244
"Sacramento County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06067",6,16935,493,13130,277,13345,784,9905,584,1027550,2932,0.00963943360420418,0.000567676226122374,0.0358000215513669
"Sacramento County, California","American Indian or Alaska Native and White","05000US06067",8,9945,564,7485,450,9885,558,7445,449,1027550,2932,0.00724538951875821,0.000436472359800315,0.0366209077970212
"Sacramento County, California","Asian and White","05000US06067",9,26110,1524,14070,1003,21875,1195,11440,798,1027550,2932,0.0111332781859764,0.000775954534861262,0.042368912061167
"Sacramento County, California","Black or African American and White","05000US06067",10,19435,1577,8510,773,19290,1568,8420,761,1027550,2932,0.00819424845506301,0.000740227385778753,0.0549148900256992
"Sacramento County, California","American Indian or Alaska Native and Black or African American","05000US06067",11,2595,612,1840,385,2575,609,1820,383,1027550,2932,0.00177120334776896,0.000372696988774151,0.127915024154073
"Sacramento County, California","Remainder of Two or More Race Responses","05000US06067",12,16165,1455,8925,881,15535,1428,8315,827,1027550,2932,0.00809206364653788,0.000804495734026166,0.0604363953157923
"Sacramento County, California","Hispanic or Latino","05000US06067",13,347025,0,231095,0,291020,2272,179350,2127,1027550,2932,0.174541384847453,0.00200916570268424,0.00699763742522837
"San Benito County, California","American Indian or Alaska Native Alone","05000US06069",3,195,88,165,69,195,88,165,69,37200,732,0.00443548387096774,0.00185278413116374,0.253932282137943
"San Benito County, California","Asian Alone","05000US06069",4,1735,120,1315,82,1440,153,1050,122,37200,732,0.0282258064516129,0.00323219697221162,0.0696122317940497
"San Benito County, California","Black or African American Alone","05000US06069",5,485,80,400,35,440,78,360,48,37200,732,0.00967741935483871,0.0012761935814418,0.0801661621574386
"San Benito County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06069",6,85,41,45,31,85,41,45,31,37200,732,0.00120967741935484,0.000832993304854124,0.418606564546753
"San Benito County, California","American Indian or Alaska Native and White","05000US06069",8,220,85,130,65,220,85,130,65,37200,732,0.00349462365591398,0.00174595818243249,0.303715896125736
"San Benito County, California","Asian and White","05000US06069",9,225,107,165,64,225,107,165,64,37200,732,0.00443548387096774,0.00171821481563259,0.235488960639338
"San Benito County, California","Black or African American and White","05000US06069",10,130,78,30,32,130,78,30,32,37200,732,0.000806451612903226,0.000860068670025866,0.648319240627401
"San Benito County, California","American Indian or Alaska Native and Black or African American","05000US06069",11,45,38,45,38,45,38,45,38,37200,732,0.00120967741935484,0.00102122800362467,0.513200698883318
"San Benito County, California","Remainder of Two or More Race Responses","05000US06069",12,220,89,200,88,215,91,195,90,37200,732,0.00524193548387097,0.00241715501667315,0.280315381872781
"San Benito County, California","Hispanic or Latino","05000US06069",13,35250,0,24070,0,29110,757,18205,697,37200,732,0.489381720430108,0.0160725290761998,0.0199650579188767
